categories/folders,Item Code,pic File name,Description,"oz., lb., gram, kg",Pieces Per Case,Price,Price Per Piece,Kashrut
Teas,TWT11,TWT11.jpg,Twining 05322 Darjeeling Origins 6/20tb,,6,13.20,$2.20,
Teas,TWT04,TWT04.jpg,Twining 05323 Prince of Wales 6/20tb,,6,13.20,$2.20,
Teas,TWT12,TWT12.jpg,Twining 05324 Ceylon Origins Pekoe 6/20tb,,6,13.20,$2.20,
Teas,TWT61,TWT61.jpg,Twining 05331 English Breakfast 6/50tb,,6,27.00,$4.50,
Teas,TWT60,TWT60.jpg,Twining 05333 Earl Grey 6/50tb,,6,27.00,$4.50,
Teas,TWT40,TWT40.jpg,Twining 05405 Green Original 6/20tb,,6,13.20,$2.20,
Teas,TWT42,TWT42.jpg,Twining 05406 Green Jasmine 6/20tb,,6,13.20,$2.20,
Teas,TWT13,TWT13.jpg,Twining 05411 China Oolong Origins 6/20tb,,6,13.20,$2.20,
Teas,TWT41,TWT41.jpg,Twining 05479 Green Decaf. 6/20tb,,6,13.20,$2.20,
Teas,TWT62,TWT62.jpg,Twining 05789 Green 6/50tb,,6,27.00,$4.50,
Teas,TWT16,TWT16.jpg,Twining 06228 Pure White Tea Origins 6/20tb,,6,15.00,$2.50,
Teas,TWT27,TWT27.jpg,"Twining 06322 Honeybush, Mandarin & Orange 6/20tb",,6,13.20,$2.20,
Teas,TWT22,TWT22.jpg,Twining 06337 Peppermint Herbal 6/20tb,,6,13.20,$2.20,
Teas,TWT21,TWT21.jpg,Twining 06340 Lemon & Ginger Herbal 6/20tb,,6,13.20,$2.20,
Teas,TWT75,TWT75.jpg,Twining 06631 English Breakfast (box) 5/100tb,,5,43.00,$8.60,
Teas,TWT74,TWT74.jpg,Twining 06632 Earl Grey (box) 5/100tb,,5,43.00,$8.60,
Teas,TWT45,TWT45.jpg,Twining 07023 Green Lemon 6/20tb,,6,13.20,$2.20,
Teas,TWT46,TWT46.jpg,Twining 07024 Green Mint 6/20tb,,6,13.20,$2.20,
Teas,TWT201,TWT201.jpg,Twining 08461 Camomile Honey & Vanilla 6/20tb,,6,13.20,$2.20,
Teas,TWT28,TWT28.jpg,Twining 08462 Nightly Calm/ Bedtime Herbal 6/20tb,,6,13.20,$2.20,
Teas,TWT292,TWT292.jpg,Twining 08464 WILD BERRIES USA    6/20tb,,6,13.20,$2.20,
Teas,TWT291,TWT291.jpg,Twining 08465 Pomegranate &Raspberry  6/20tb,,6,13.20,$2.20,
Teas,TWT29,TWT29.jpg,Twining 08666  Herbal Variety 6/20tb,,6,13.20,$2.20,
Teas,TWT47,TWT47.jpg,Twining 11354 Green Pom/Ras/Strawberry 6/20tb,,6,13.20,$2.20,
Teas,TWT48,TWT48.jpg,Twining 11358 Green Nightly Calm  6/20tb,,6,13.20,$2.20,
Teas,TWT390,TWT390.jpg,Twining 13539 BLK Jasmine EG 6/20tb,,6,13.20,$2.20,
Teas,TWT370,TWT370.jpg,Twining 13540 BLK Lavender EG 6/20tb,,6,13.20,$2.20,
Teas,TWT320,TWT320.jpg,Twining 13541 BLK Double EG (ExtraBOLD) 6/20tb,,6,13.20,$2.20,
Teas,TWT290,TWT290.jpg,Twining 13720 Herbal ButterMint 6/20tb,,6,13.20,$2.20,
Teas,TWT2914,TWT2914.jpg,Twining 13721 Herbal Lemon(Delight) TRIO 6/20tb,,6,13.20,$2.20,
Teas,TWT2915,TWT2915.jpg,Twining 13722 Herbal SUPER Berry (Fusion) 6/20tb,,6,13.20,$2.20,
Teas,TWT011,Twining 5325 English Breakfast Classic 6/20tb.webp,Twining 5325 English Breakfast Classic 6/20tb,,6,13.20,$2.20,
Teas,TWT01,Twining 5326 Earl Grey Classic 6/20tb.webp,Twining 5326 Earl Grey Classic 6/20tb,,6,13.20,$2.20,
Teas,TWT02,TWT02.jpeg,Twining 5328 Irish Breakfast Classic 6/20tb,,6,13.20,$2.20,
Teas,TWT03,TWT03.jpg,Twining 5330 English Afternoon 6/20tb,,6,13.20,$2.20,
Teas,TWT15,TWT15.jpg,Twining 5421 Pure Rooibos Red Tea 6/20tb,,6,13.20,$2.20,
Teas,TWT143,TWT143.jpg,Twining F07511 Spice Apple Chai  6/20tb,,6,13.20,$2.20,
Teas,TWT141,TWT141.jpg,Twining F07514 Chai  100% natural 6/20tb,,6,13.20,$2.20,
Teas,TWT54,TWT54.jpg,Twining F07515 Chai Decaffeinated  6/20tb,,6,13.20,$2.20,
Teas,TWT142,TWT142.jpg,Twining F07516 Ultra Spice Chai  6/20tb,,6,13.20,$2.20,
Teas,TWT144,TWT144.jpg,Twining F07517 French Vanilla Chai  6/20tb,,6,13.20,$2.20,
Teas,TWT38,TWT38.jpg,Twining F07518 Lemon Twist  Flavored 6/20tb,,6,13.20,$2.20,
Teas,TWT37,TWT37.jpg,Twining F07519 BLK.Pure Mint Flavoured 6/20tb,,6,13.20,$2.20,
Teas,TWT391,TWT391.jpg,Twining F07520 Orange Bliss Flavored 6/20tb,,6,13.20,$2.20,
Teas,TWT392,TWT392.jpg,Twining F07521 Pomegranate Delight Flv 6/20tb,,6,13.20,$2.20,
Teas,TWT39,TWT39.jpg,Twining F07523 Mixed Berry Flavored 6/20tb,,6,13.20,$2.20,
Teas,TWT36,TWT36.jpg,Twining F07524 Blackcurrant Breeze 6/20tb,,6,13.20,$2.20,
Teas,TWIN54,TWIN54.jpg,Twining Irish Breakfast Decaf. 6/20tb,,6,13.20,$2.20,
Teas,WIS162,,Wissotzky Camomile NanaTea 4/6/20tb,,,52.00,#DIV/0!,
Teas,WIS05,,Wissotzky English Breakfast Tea 4/6/25tb,,,46.50,#DIV/0!,
Teas,WIS313,,Wissotzky Green Ginger Lemon Grass  4/6/20tb,,,0.00,#DIV/0!,
Teas,WIS312,,Wissotzky Green Tea Lemon-Honey  4/6/20tb,,,52.00,#DIV/0!,
Teas,WIS311,,Wissotzky Green Tea Spearmint Leaves  4/6/20tb,,,52.00,#DIV/0!,
Teas,WIS193,,Wissotzky Orange B. MandarinTea  4/6/20tb,,,52.00,#DIV/0!,
Teas,WIS081,,Wissotzky Strawberry Burst Tea 4/6/20tb,,,52.00,#DIV/0!,
Teas,WIS01,,Wissoyzky Classic Tea Bags 4/12/25tb,,,52.00,#DIV/0!,
Teas,YOGI04,YOGI04.jpg,Yogi 420043 Calming Tea 6/16tb(USDA Organic),,6,15.00,$2.50,
Teas,YOGI20,YOGI20.jpg,Yogi 420063 Ginger Tea  6/16tb(USDA Organic),,6,15.00,$2.50,
Teas,YOGI17,YOGI17.jpg,Yogi 420067 Soothing Mint Get Regular  6/16tb,,6,15.00,$2.50,
Teas,YOGI28,YOGI28.png,Yogi 420068 Green Muscle Recovery 6/16tb,,6,15.00,$2.50,
Teas,YOGI22,YOGI22.jpg,Yogi 420071Healthy Fasting Tea  6/16tb,,6,15.00,$2.50,
Teas,YOGI76,YOGI76.jpg,Yogi 420091 Green Tea Triple Echinacea  6/16tb,,6,15.00,$2.50,
Teas,YOGI74,YOGI74.jpg,Yogi 420106 Green Tea Super Antioxidant  6/16tb,,6,15.00,$2.50,
Teas,YOGI69,YOGI69.jpg,Yogi 420116 Pure Green Tea 6/16tb,,6,15.00,$2.50,
Teas,YOGI24,YOGI24.jpg,Yogi 420119 Woman's Respberry Leaf 6/16tb,,6,15.00,$2.50,
Teas,YOGI23,YOGI23.jpg,Yogi 420121 Woman's Mother To Be 6/16tb,,6,15.00,$2.50,
Teas,YOGI26,YOGI26.jpg,Yogi 420123 Woman's Nursing Support 6/16tb,,6,15.00,$2.50,
Teas,YOGI81,YOGI81.jpg,Yogi 420125 Comforting Camomile  6/16tb,,6,15.00,$2.50,
Teas,YOGI25,YOGI25.jpg,Yogi 420400 Woman's Moon Cycle 6/16tb,,6,15.00,$2.50,
Teas,YOGI18,YOGI18.jpg,Yogi 420455 Positive Energy 6/16tb,,6,15.00,$2.50,
Teas,YOGI02,YOGI02.jpg,Yogi 420473 Bedtime Tea 6/16tb,,6,15.00,$2.50,
Teas,YOGI12,YOGI12.jpg,Yogi 420475 Herbal DeTox Tea 6/16tb,,6,15.00,$2.50,
Teas,YOGI75,YOGI75.jpg,Yogi 420478 Green Tea Kombucha  6/16tb,,6,15.00,$2.50,
Teas,YOGI05,YOGI05.jpg,Yogi 420499 Egyption Licorice 6/16tb,,6,15.00,$2.50,
Teas,YOGI70,YOGI70.jpg,Yogi 420503 Green Tea Pomegranate  6/16tb,,6,15.00,$2.50,
Teas,YOGI14,YOGI14.jpg,Yogi 420504 Peach DeTox Tea  6/16tb,,6,15.00,$2.50,
Teas,YOGI27,YOGI27.jpg,Yogi 420509 Kava Stress Relief Tea  6/16tb,,6,15.00,$2.50,
Teas,YOGI82,YOGI82.jpg,Yogi 420519 Throat Comfort 6/16tb,,6,15.00,$2.50,
Teas,YOGI19,YOGI19.jpg,Yogi 420531 Breathe Deep 6/16tb,,6,15.00,$2.50,
Teas,YOGI09,YOGI09.jpg,Yogi 420532 Cold Season Tea 6/16tb(USDA Organic),,6,15.00,$2.50,
Teas,YOGI16,YOGI16.jpg,Yogi 420533 Echinacea Immune Support Tea 6/16tb,,6,15.00,$2.50,
Teas,YOGI36,YOGI36.jpg,Yogi 420534 Stomach Ease Tea 6/16tb (USDA Organic),,6,15.00,$2.50,
Teas,YOGI161,YOGI161.jpg,Yogi 420541 Spice Berry Immune Support Tea 6/16tb,,6,15.00,$2.50,
Teas,YOGI21,YOGI21.jpg,Yogi 420545 Lemon Ginger Tea  6/16tb,,6,15.00,$2.50,
Teas,YOGI15,YOGI15.jpg,Yogi 420563 Skin DeTox Tea  6/16tb,,6,15.00,$2.50,
Teas,YOGI10,YOGI10.jpg,Yogi 420567 CinnBerry ProbioticBalance 6/16tb,,6,15.00,$2.50,
Water_Juice_Paste,ROSE011,ROSE011.jpg,Baroody Rose Water 24/11 oz,,24,38.00,$1.58,
Water_Juice_Paste,ROSE02,ROSE02.jpg,Cortas Orange Blossom Water 24/10 oz,,24,39.00,$1.63,
Water_Juice_Paste,ROSE01,ROSE01.jpg,Cortas Rose Water 24/10 oz,,24,40.00,$1.67,
Water_Juice_Paste,POME1,POME1.jpg,Georgia Natural Pomegranate Juice  12 x 1 Liter,,12,33.00,$2.75,
Water_Juice_Paste,POME015,,NIKOO All Naturl 100% Pomeg Juice 24/8oz,,24,45.60,$1.90,
Water_Juice_Paste,POME2,POME2.png,ORGANIC Pomegranate Juice 12 x 1 Liter,,12,48.00,$4.00,
Water_Juice_Paste,POME3,,Palermo Pomegranate Juice  6 x 1 Liter,,6,19.20,$3.20,
Water_Juice_Paste,MANG14,,Pri Gat Strawberry Banana Juice 12/1.5 lt,,12,24.00,$2.00,
Water_Juice_Paste,JUI34,JUI34.jpg,PRINIV Apricot 12/1.5 lt,,12,26.00,$2.17,
Water_Juice_Paste,JUI38,JUI38.jpg,PRINIV Cherry Apple 12/1.5 lt,,12,26.00,$2.17,
Water_Juice_Paste,JUI52,JUI52.jpg,PRINIV Diet Grapefruit 12/1.5 lt,,12,26.00,$2.17,
Water_Juice_Paste,JUI50,JUI50.jpg,PRINIV Diet Mango 12/1.5 lt,,12,26.00,$2.17,
Water_Juice_Paste,JUI51,JUI51.jpg,PRINIV Diet Orange 12/1.5 lt,,12,26.00,$2.17,
Water_Juice_Paste,JUI32,JUI32.jpg,PRINIV Grape 12/1.5 lt,,12,26.00,$2.17,
Water_Juice_Paste,JUI36,JUI36.jpg,PRINIV Grapefruit 12/1.5 lt,,12,26.00,$2.17,
Water_Juice_Paste,JUI31,JUI31.jpg,PRINIV Mango 12/1.5 lt,,12,26.00,$2.17,
Water_Juice_Paste,JUI40,JUI40.jpg,PRINIV Mint/ Nana 12/1.5 lt,,12,26.00,$2.17,
Water_Juice_Paste,JUI35,JUI35.jpg,PRINIV Orange 12/1.5 lt,,12,26.00,$2.17,
Water_Juice_Paste,JUI33,JUI33.jpg,PRINIV Peach 12/1.5 lt,,12,26.00,$2.17,
Water_Juice_Paste,JUI41,JUI41.jpg,PRINIV Pineapple/ Passiflora 12/1.5 lt,,12,26.00,$2.17,
Water_Juice_Paste,JUI39,JUI39.jpg,PRINIV Pomegranate Apple 12/1.5 lt,,12,26.00,$2.17,
Water_Juice_Paste,JUI37,JUI37.jpg,PRINIV Red Grapefruit 12/1.5 lt,,12,26.00,$2.17,
Water_Juice_Paste,JUI30,JUI30.jpg,PRINIV Strawberry Banana 12/1.5 lt,,12,26.00,$2.17,
Water_Juice_Paste,ROSE012,,Sadaf  Rose Water 12/11 oz,,12,32.00,$2.67,
Water_Juice_Paste,GRA01,GRA01.jpg,Shams Sour Grape Juice 12/32 oz,32 oz,12,52.00,$4.33,
